Section,rule,display name,action,source,dest,service
SDDC_Specific,33,migrated_ACL-OUTSIDE-V1_43,ALLOW,"10.30.195.0/24","62.23.133.192/26
104.28.30.172
109.205.93.221
94.125.56.0/24
205.251.219.0/24
141.138.130.27
34.246.36.220
38.117.86.214
104.16.110.49
79.124.5.196
52.208.54.237
193.235.36.0/22
104.18.71.224
52.214.179.111
104.16.109.49
52.84.0.0/15
13.224.0.0/14
13.94.152.89
54.246.163.208
194.145.235.78
13.224.103.0/24
195.81.148.0/26
95.131.191.1
74.112.64.0/21
13.35.43.0/24
199.233.203.134
199.233.202.134
115.112.80.108
104.28.31.172
45.60.34.96
95.131.190.1
41.223.120.41
12.7.208.0/24
217.168.165.128/26
52.50.55.93
54.171.89.102
195.149.154.0/26
91.216.154.0/24
37.187.182.8
63.33.177.160
63.33.21.40
13.95.12.230
85.222.128.0/19
136.146.0.0/15
96.43.144.0/20
185.79.140.0/22
204.14.232.0/21
52.211.5.199
213.187.248.33
213.41.63.230
78.110.27.0/24
104.27.178.109
104.27.179.109
88.81.158.0/25
13.81.217.6
52.48.0.0/14
52.31.117.254
52.208.0.0/13
54.229.0.0/16
52.16.0.0/15
52.212.113.45
52.30.161.38
34.251.72.221
54.170.0.0/15
35.176.0.0/15
34.248.0.0/13
62.244.190.92
172.67.181.143
217.168.170.102
40.118.62.0","ANY"
SDDC_Specific,34,migrated_ACL-OUTSIDE-V1_44,ALLOW,"10.30.200.0/24","192.168.140.10","ANY"
SDDC_Specific,35,migrated_ACL-OUTSIDE-V1_46,ALLOW,"192.168.60.0/24
192.168.20.0/24
10.251.0.0/16
10.251.0.0/16","172.17.123.0/24
172.17.162.0/24
172.17.160.0/24
172.17.161.0/24
172.17.100.0/24","UDP/3389
TCP/443
UDP/161
TCP/5666
TCP/23
TCP/5986
TCP/1248
TCP/5985
TCP/3389
TCP/80
UDP/123"
SDDC_Specific,36,migrated_ACL-OUTSIDE-V1_47,ALLOW,"10.40.60.0/24
10.40.0.0/16
10.40.8.0/22
10.40.200.0/24
10.1.0.0/16","192.168.106.0/24
172.17.110.13
172.17.200.0/24
10.30.205.41
172.17.100.0/24
172.17.105.65
10.30.205.5
10.30.11.118
172.17.122.24
172.17.36.0/25
10.30.205.6","ANY"
SDDC_Specific,37,migrated_ACL-OUTSIDE-V1_49,ALLOW,"10.40.0.0/16","172.17.110.13
172.17.160.22
172.17.105.31","TCP/443
TCP/80"
SDDC_Specific,38,migrated_ACL-OUTSIDE-V1_50,ALLOW,"0.0.0.0/0","172.17.100.3","TCP/587
TCP/995
TCP/465
TCP/110
TCP/25"
SDDC_Specific,39,migrated_ACL-OUTSIDE-V1_51,ALLOW,"0.0.0.0/0","172.17.200.254","TCP/23560
TCP/443"
SDDC_Specific,40,migrated_ACL-OUTSIDE-V1_52,ALLOW,"82.102.96.0/24
83.140.44.190
188.118.198.162
62.99.145.118
62.99.145.119
62.99.145.121
62.99.145.122
62.99.145.123
62.99.145.124
62.99.145.125
62.99.145.126
62.99.145.127
62.99.145.128
62.99.145.120
62.99.145.129
62.99.145.132
62.99.145.133
62.99.145.134
62.99.145.135
62.99.145.136
62.99.145.137
62.99.145.138
62.99.145.139
62.99.145.130
62.99.145.131
62.99.145.187
62.99.145.188
62.99.145.100
62.99.145.189
62.99.145.101
62.99.145.102
62.99.145.103
62.99.145.104
62.99.145.105
62.99.145.106
62.99.145.180
62.99.145.181
62.99.145.182
62.99.145.183
62.99.145.184
62.99.145.185
62.99.145.186
62.99.145.107
62.99.145.108
62.99.145.109
62.99.145.198
62.99.145.110
62.99.145.199
62.99.145.111
62.99.145.112
62.99.145.113
62.99.145.114
62.99.145.115
62.99.145.116
62.99.145.117
62.99.145.190
62.99.145.191
62.99.145.192
62.99.145.193
62.99.145.194
62.99.145.195
62.99.145.196
62.99.145.197
62.99.145.165
62.99.145.166
62.99.145.200
62.99.145.167
62.99.145.168
62.99.145.169
62.99.145.160
62.99.145.161
62.99.145.162
62.99.145.163
62.99.145.164
62.99.145.176
62.99.145.177
62.99.145.178
62.99.145.179
62.99.145.170
62.99.145.171
62.99.145.172
62.99.145.173
62.99.145.174
62.99.145.175
62.99.145.143
62.99.145.144
62.99.145.145
62.99.145.146
62.99.145.147
62.99.145.148
62.99.145.149
62.99.145.140
62.99.145.141
62.99.145.142
62.99.145.154
62.99.145.155
62.99.145.156
62.99.145.157
62.99.145.158
62.99.145.159
62.99.145.150
62.99.145.151
62.99.145.152
62.99.145.153
85.230.172.217
83.241.129.195
213.129.75.192/28
91.208.28.0/24
72.52.0.64/29
83.220.158.0/27
217.22.128.36
94.236.74.14
94.236.74.10
94.236.74.11
94.236.74.12
94.236.74.13
89.30.106.4
89.30.106.245
87.252.217.209
195.35.90.128/25
195.35.91.0/25
185.36.237.142
89.30.106.0/24
89.30.116.0/24
81.10.151.98
78.142.122.130
80.122.37.222
212.186.239.114
83.140.44.183
93.158.127.37
93.158.127.38
93.158.127.35
93.158.127.36
93.158.127.39
93.158.127.40
93.158.127.41
93.158.127.34
93.158.127.42
93.158.127.43
213.129.74.111
93.91.29.197
213.132.96.218
37.114.78.1
37.114.78.200
83.140.12.244
94.125.62.105
83.140.12.4
99.79.166.186
54.80.250.40
54.164.223.93
94.125.62.104
37.114.78.67
94.125.62.98
37.114.78.222
88.80.182.124
82.221.110.216
176.10.215.128/27
34.246.84.244
34.254.17.126
52.209.188.131
52.212.21.159
5.62.91.113
193.235.36.0/22
188.66.5.130
81.209.94.36
217.159.246.78
82.99.0.60
103.56.173.1
94.75.96.62
83.218.1.68
212.56.151.61
78.110.29.97
78.110.29.98
89.25.253.12
52.215.166.112
105.233.226.75
35.158.61.249
50.252.218.174
18.194.207.247
187.162.76.154
105.233.226.146
173.164.185.204
88.211.56.10
81.134.145.254
12.7.208.228
12.24.60.12
12.7.208.254
217.33.72.62
194.205.160.130
206.15.87.94
194.205.160.142
12.24.61.12
12.7.208.248
217.105.221.222
82.13.118.40
62.255.173.194
193.33.229.1
66.249.66.150
41.223.121.254
195.158.103.144
196.37.229.15
78.24.210.71
196.38.145.230
78.24.213.253
176.10.227.98
35.204.30.64
213.165.173.235
72.26.219.138
35.204.34.245
37.114.72.130
78.110.29.98
37.114.72.128/27
78.110.29.97
72.251.246.155
37.48.75.114
92.222.126.32/28
88.129.227.147
37.114.72.129
35.204.43.189
89.25.253.14
213.209.124.10
80.153.75.159
213.238.45.10
213.80.39.54
51.255.239.236
34.241.116.69
93.191.194.10
115.112.80.96/27
45.127.102.219
45.127.102.223
185.37.78.10
27.251.125.192/27
203.153.211.250
188.66.5.130
81.209.94.36
217.159.246.78
195.222.22.32/28
91.208.125.73
88.99.114.48/28
46.182.85.130
35.198.100.156
104.199.215.105
94.244.190.119
35.198.77.67
52.214.179.111
34.80.4.193
176.36.60.218
78.27.187.215
93.73.125.220
35.236.176.239
35.221.151.168
35.194.247.251
35.234.122.27
176.37.137.117
35.198.165.223
77.88.196.34
35.236.177.134
35.234.74.166
35.201.131.177
194.156.251.97
35.194.217.79
37.17.55.4
134.17.31.226
35.236.147.31
79.124.5.192/27
79.124.5.195
95.87.212.250
94.155.130.71
95.87.212.251
79.124.5.194
90.152.53.62
54.72.104.51
195.69.223.146
88.99.114.48/28
51.255.239.243
34.254.14.220
91.208.125.69
195.69.223.146
83.244.144.82
83.140.122.194
185.16.195.62
46.59.124.126
195.81.148.0/26
195.149.154.0/26
212.116.80.200
78.110.27.0/24
87.233.37.245
87.233.37.246
87.233.37.247
87.233.37.248
87.233.37.252
87.233.37.244
87.233.37.250
87.233.37.251
87.233.37.249
87.233.234.7
87.233.234.8
87.233.24.9
87.233.24.2
87.233.24.4
87.233.24.3
87.233.24.6
87.233.24.5
87.233.24.8
87.233.24.7
185.36.237.142
88.99.114.48/28
85.10.243.144/29
212.247.84.125
62.209.186.133
62.209.186.132
62.209.186.135
62.209.186.134
62.209.186.136
54.246.96.94
52.209.188.131
54.247.92.99
54.154.47.162
54.78.195.229
54.217.219.69
185.28.74.81
195.244.215.11
185.28.74.82
92.84.10.204
185.28.74.83
195.244.219.35
195.244.219.227
52.16.177.99
37.59.16.27
213.209.124.10
109.202.118.177
109.202.114.25
193.31.217.130
91.213.212.254
35.157.123.250
217.28.249.97
91.213.212.38
213.219.106.114
80.90.2.180
87.246.163.0/24
121.243.112.94
54.235.108.196
121.243.115.200
74.115.176.100
208.78.228.100
184.73.125.17
212.36.45.162
23.23.5.244
121.241.140.120
121.243.118.162
51.255.239.242
195.171.120.0/26","172.17.100.32
172.17.160.30","TCP/443
TCP/80"
SDDC_Specific,41,migrated_ACL-OUTSIDE-V1_53,ALLOW,"82.102.96.0/24
83.140.44.190
188.118.198.162
62.99.145.118
62.99.145.119
62.99.145.121
62.99.145.122
62.99.145.123
62.99.145.124
62.99.145.125
62.99.145.126
62.99.145.127
62.99.145.128
62.99.145.120
62.99.145.129
62.99.145.132
62.99.145.133
62.99.145.134
62.99.145.135
62.99.145.136
62.99.145.137
62.99.145.138
62.99.145.139
62.99.145.130
62.99.145.131
62.99.145.187
62.99.145.188
62.99.145.100
62.99.145.189
62.99.145.101
62.99.145.102
62.99.145.103
62.99.145.104
62.99.145.105
62.99.145.106
62.99.145.180
62.99.145.181
62.99.145.182
62.99.145.183
62.99.145.184
62.99.145.185
62.99.145.186
62.99.145.107
62.99.145.108
62.99.145.109
62.99.145.198
62.99.145.110
62.99.145.199
62.99.145.111
62.99.145.112
62.99.145.113
62.99.145.114
62.99.145.115
62.99.145.116
62.99.145.117
62.99.145.190
62.99.145.191
62.99.145.192
62.99.145.193
62.99.145.194
62.99.145.195
62.99.145.196
62.99.145.197
62.99.145.165
62.99.145.166
62.99.145.200
62.99.145.167
62.99.145.168
62.99.145.169
62.99.145.160
62.99.145.161
62.99.145.162
62.99.145.163
62.99.145.164
62.99.145.176
62.99.145.177
62.99.145.178
62.99.145.179
62.99.145.170
62.99.145.171
62.99.145.172
62.99.145.173
62.99.145.174
62.99.145.175
62.99.145.143
62.99.145.144
62.99.145.145
62.99.145.146
62.99.145.147
62.99.145.148
62.99.145.149
62.99.145.140
62.99.145.141
62.99.145.142
62.99.145.154
62.99.145.155
62.99.145.156
62.99.145.157
62.99.145.158
62.99.145.159
62.99.145.150
62.99.145.151
62.99.145.152
62.99.145.153
85.230.172.217
83.241.129.195
213.129.75.192/28
91.208.28.0/24
72.52.0.64/29
83.220.158.0/27
217.22.128.36
94.236.74.14
94.236.74.10
94.236.74.11
94.236.74.12
94.236.74.13
89.30.106.4
89.30.106.245
87.252.217.209
195.35.90.128/25
195.35.91.0/25
185.36.237.142
89.30.106.0/24
89.30.116.0/24
81.10.151.98
78.142.122.130
80.122.37.222
212.186.239.114
83.140.44.183
93.158.127.37
93.158.127.38
93.158.127.35
93.158.127.36
93.158.127.39
93.158.127.40
93.158.127.41
93.158.127.34
93.158.127.42
93.158.127.43
213.129.74.111
93.91.29.197
213.132.96.218
37.114.78.1
37.114.78.200
83.140.12.244
94.125.62.105
83.140.12.4
99.79.166.186
54.80.250.40
54.164.223.93
94.125.62.104
37.114.78.67
94.125.62.98
37.114.78.222
88.80.182.124
82.221.110.216
176.10.215.128/27
34.246.84.244
34.254.17.126
52.209.188.131
52.212.21.159
5.62.91.113
193.235.36.0/22
188.66.5.130
81.209.94.36
217.159.246.78
82.99.0.60
103.56.173.1
94.75.96.62
83.218.1.68
212.56.151.61
78.110.29.97
78.110.29.98
89.25.253.12
52.215.166.112
105.233.226.75
35.158.61.249
50.252.218.174
18.194.207.247
187.162.76.154
105.233.226.146
173.164.185.204
88.211.56.10
81.134.145.254
12.7.208.228
12.24.60.12
12.7.208.254
217.33.72.62
194.205.160.130
206.15.87.94
194.205.160.142
12.24.61.12
12.7.208.248
217.105.221.222
82.13.118.40
62.255.173.194
193.33.229.1
66.249.66.150
41.223.121.254
195.158.103.144
196.37.229.15
78.24.210.71
196.38.145.230
78.24.213.253
176.10.227.98
35.204.30.64
213.165.173.235
72.26.219.138
35.204.34.245
37.114.72.130
78.110.29.98
37.114.72.128/27
78.110.29.97
72.251.246.155
37.48.75.114
92.222.126.32/28
88.129.227.147
37.114.72.129
35.204.43.189
89.25.253.14
213.209.124.10
80.153.75.159
213.238.45.10
213.80.39.54
51.255.239.236
34.241.116.69
93.191.194.10
115.112.80.96/27
45.127.102.219
45.127.102.223
185.37.78.10
27.251.125.192/27
203.153.211.250
188.66.5.130
81.209.94.36
217.159.246.78
195.222.22.32/28
91.208.125.73
88.99.114.48/28
46.182.85.130
35.198.100.156
104.199.215.105
94.244.190.119
35.198.77.67
52.214.179.111
34.80.4.193
176.36.60.218
78.27.187.215
93.73.125.220
35.236.176.239
35.221.151.168
35.194.247.251
35.234.122.27
176.37.137.117
35.198.165.223
77.88.196.34
35.236.177.134
35.234.74.166
35.201.131.177
194.156.251.97
35.194.217.79
37.17.55.4
134.17.31.226
35.236.147.31
79.124.5.192/27
79.124.5.195
95.87.212.250
94.155.130.71
95.87.212.251
79.124.5.194
90.152.53.62
54.72.104.51
195.69.223.146
88.99.114.48/28
51.255.239.243
34.254.14.220
91.208.125.69
195.69.223.146
83.244.144.82
83.140.122.194
185.16.195.62
46.59.124.126
195.81.148.0/26
195.149.154.0/26
212.116.80.200
78.110.27.0/24
87.233.37.245
87.233.37.246
87.233.37.247
87.233.37.248
87.233.37.252
87.233.37.244
87.233.37.250
87.233.37.251
87.233.37.249
87.233.234.7
87.233.234.8
87.233.24.9
87.233.24.2
87.233.24.4
87.233.24.3
87.233.24.6
87.233.24.5
87.233.24.8
87.233.24.7
185.36.237.142
88.99.114.48/28
85.10.243.144/29
212.247.84.125
62.209.186.133
62.209.186.132
62.209.186.135
62.209.186.134
62.209.186.136
54.246.96.94
52.209.188.131
54.247.92.99
54.154.47.162
54.78.195.229
54.217.219.69
185.28.74.81
195.244.215.11
185.28.74.82
92.84.10.204
185.28.74.83
195.244.219.35
195.244.219.227
52.16.177.99
37.59.16.27
213.209.124.10
109.202.118.177
109.202.114.25
193.31.217.130
91.213.212.254
35.157.123.250
217.28.249.97
91.213.212.38
213.219.106.114
80.90.2.180
87.246.163.0/24
121.243.112.94
54.235.108.196
121.243.115.200
74.115.176.100
208.78.228.100
184.73.125.17
212.36.45.162
23.23.5.244
121.241.140.120
121.243.118.162
51.255.239.242
195.171.120.0/26","172.17.105.45
172.17.105.44","TCP/443
TCP/80"
SDDC_Specific,42,migrated_ACL-OUTSIDE-V1_55,ALLOW,"0.0.0.0/0","172.17.100.206","TCP/80
TCP/443"
SDDC_Specific,43,migrated_ACL-OUTSIDE-V1_56,ALLOW,"0.0.0.0/0","172.17.100.150","TCP/8080
TCP/443
TCP/80"
SDDC_Specific,44,migrated_ACL-OUTSIDE-V1_57,ALLOW,"10.30.200.0/22","0.0.0.0/0","ANY"
SDDC_Specific,45,migrated_ACL-OUTSIDE-V1_59,ALLOW,"10.30.195.0/24
10.30.200.0/22","10.1.24.30","TCP/80
TCP/443"
SDDC_Specific,46,migrated_ACL-OUTSIDE-V1_64,ALLOW,"10.10.10.94
10.10.10.93
10.10.10.92","172.17.100.140","TCP/1080"
SDDC_Specific,47,migrated_ACL-OUTSIDE-V1_65,ALLOW,"0.0.0.0/0","172.17.150.150","TCP/80"
SDDC_Specific,48,migrated_ACL-OUTSIDE-V1_66,ALLOW,"10.10.220.36
10.10.220.37","172.17.211.0/24
172.17.111.0/24","TCP/80
TCP/4119-4122
TCP/443"
SDDC_Specific,49,migrated_ACL-OUTSIDE-V1_68,ALLOW,"64.39.102.0/24
52.213.238.117
34.249.0.249","172.17.122.39","TCP/80
TCP/443"
SDDC_Specific,50,migrated_ACL-OUTSIDE-V1_74,ALLOW,"54.229.9.44
52.31.32.183
18.200.210.120
52.51.16.29
63.34.182.177","172.17.122.23
172.17.100.190","TCP/5671"
SDDC_Specific,51,migrated_ACL-OUTSIDE-V1_76,ALLOW,"192.168.20.14","172.17.123.4","TCP/22"
SDDC_Specific,52,migrated_ACL-OUTSIDE-V1_78,ALLOW,"82.99.35.0/26","172.17.200.5","UDP/53"
SDDC_Specific,53,migrated_ACL-OUTSIDE-V1_79,ALLOW,"217.168.170.123
10.10.220.31","0.0.0.0/0","ANY"
SDDC_Specific,54,migrated_ACL-OUTSIDE-V1_81,ALLOW,"10.40.220.0/24","172.17.110.0/24
172.17.111.0/24
172.17.112.0/24
172.17.100.0/24","TCP/3389
TCP/443
TCP/80"
SDDC_Specific,55,migrated_ACL-OUTSIDE-V1_83,ALLOW,"10.40.200.0/24","172.17.112.254","TCP/80
TCP/443"
SDDC_Specific,56,migrated_ACL-OUTSIDE-V1_85,ALLOW,"10.40.202.0/24","10.130.0.0/16","ANY"
SDDC_Specific,57,migrated_ACL-OUTSIDE-V1_87,ALLOW,"172.16.122.0/24
172.16.123.0/24","10.130.251.14
10.130.251.16
10.130.254.11
10.130.251.11
10.130.129.4
10.130.251.15
10.130.254.13
10.130.251.12
10.130.254.14
10.130.254.15
10.130.254.16
10.130.129.3
10.130.254.12
10.130.251.13","TCP/22
TCP/443"
SDDC_Specific,58,migrated_ACL-OUTSIDE-V1_89,ALLOW,"10.120.163.142
10.112.12.126
10.112.12.142
10.112.12.144
10.112.12.143
10.112.12.125
10.120.163.143
10.120.163.123
10.120.163.122","10.130.251.14
10.130.251.16
10.130.254.11
10.130.251.11
10.130.129.4
10.130.251.15
10.130.254.13
10.130.251.12
10.130.254.14
10.130.254.15
10.130.254.16
10.130.129.3
10.130.254.12
10.130.251.13","UDP/161"
SDDC_Specific,59,migrated_ACL-OUTSIDE-V1_90,ALLOW,"10.126.208.0/20","0.0.0.0/0","ICMP"
SDDC_Specific,60,migrated_ACL-OUTSIDE-V1_92,ALLOW,"192.168.48.0/20
192.168.12.0/22
192.168.2.0/23
192.168.16.0/22","172.17.200.142
172.17.200.141
172.17.200.152
172.17.200.151","TCP/22
TCP/443"
SDDC_Specific,61,migrated_ACL-OUTSIDE-V1_93,ALLOW,"192.168.48.0/20
192.168.12.0/22
192.168.2.0/23
192.168.16.0/22","172.17.200.54
172.17.200.53
172.17.200.56
172.17.200.55
172.17.200.58
172.17.200.57
172.17.200.59
172.17.200.61
172.17.200.60
172.17.200.52
172.17.200.51","TCP/3389"
SDDC_Specific,62,migrated_ACL-OUTSIDE-V1_94,ALLOW,"10.40.60.0/24","10.130.220.56","TCP/8530"
SDDC_Specific,63,migrated_ACL-OUTSIDE-V1_95,ALLOW,"10.40.60.52","10.130.220.52","TCP/445
TCP/80
TCP/49152-65535
TCP/135"
SDDC_Specific,64,migrated_ACL-OUTSIDE-V1_97,ALLOW,"10.30.202.0/24","10.130.0.0/16","ANY"
SDDC_Specific,65,migrated_ACL-OUTSIDE-V1_99,ALLOW,"0.0.0.0/0","10.130.221.11","TCP/80"
SDDC_Specific,66,migrated_ACL-OUTSIDE-V1_101,ALLOW,"0.0.0.0/0","10.130.221.60","TCP/8531
TCP/443"
SDDC_Specific,67,migrated_ACL-OUTSIDE-V1_103,ALLOW,"10.40.60.53","10.130.220.53
10.130.221.60","UDP/135
TCP/135
TCP/80
TCP/443
TCP/49152-65535
TCP/1433
TCP/445"
SDDC_Specific,68,migrated_ACL-OUTSIDE-V1_104,ALLOW,"10.126.208.0/20","10.130.251.0/24","ANY"
SDDC_Specific,69,migrated_ACL-OUTSIDE-V1_106,ALLOW,"10.30.202.0/24","10.126.222.4","TCP/22
TCP/443"
SDDC_Specific,70,migrated_ACL-OUTSIDE-V1_108,ALLOW,"10.40.202.0/24","10.126.222.4","TCP/22
TCP/443"
SDDC_Specific,71,migrated_ACL-OUTSIDE-V1_111,ALLOW,"10.30.195.0/24
10.30.200.0/22
10.130.200.0/23","10.120.74.22","ANY"
SDDC_Specific,72,migrated_ACL-OUTSIDE-V1_113,ALLOW,"54.171.89.102
52.215.81.179","172.17.100.28","TCP/80"
SDDC_Specific,73,migrated_ACL-OUTSIDE-V1_115,ALLOW,"172.16.122.0/24
172.16.123.0/24","10.130.129.253
10.130.129.2
10.130.129.254","TCP/443
TCP/8443
TCP/22"
SDDC_Specific,74,migrated_ACL-DEPLOY-V1_1,ALLOW,"0.0.0.0/0","0.0.0.0/0","ICMP"
SDDC_Specific,75,migrated_ACL-DEPLOY-V1_3,ALLOW,"172.17.110.29
172.17.110.28
172.17.110.27
172.17.110.26
172.17.110.21
172.17.110.20
172.17.110.25
172.17.110.24
172.17.110.23
172.17.110.22
172.17.110.9
172.17.110.8
172.17.110.7
172.17.110.6
172.17.110.5
172.17.110.18
172.17.110.17
172.17.110.16
172.17.110.15
172.17.110.19
172.17.110.32
172.17.110.10
172.17.110.31
172.17.110.30
172.17.110.14
172.17.110.13
172.17.110.34
172.17.110.12
172.17.110.33
172.17.110.11","172.16.0.0/12","ANY"
SDDC_Specific,76,migrated_ACL-DEPLOY-V1_5,ALLOW,"172.17.110.29
172.17.110.28
172.17.110.27
172.17.110.26
172.17.110.21
172.17.110.20
172.17.110.25
172.17.110.24
172.17.110.23
172.17.110.22
172.17.110.9
172.17.110.8
172.17.110.7
172.17.110.6
172.17.110.5
172.17.110.18
172.17.110.17
172.17.110.16
172.17.110.15
172.17.110.19
172.17.110.32
172.17.110.10
172.17.110.31
172.17.110.30
172.17.110.14
172.17.110.13
172.17.110.34
172.17.110.12
172.17.110.33
172.17.110.11","10.0.0.0/8","ANY"
SDDC_Specific,77,migrated_ACL-DEPLOY-V1_7,ALLOW,"172.17.110.29
172.17.110.28
172.17.110.27
172.17.110.26
172.17.110.21
172.17.110.20
172.17.110.25
172.17.110.24
172.17.110.23
172.17.110.22
172.17.110.9
172.17.110.8
172.17.110.7
172.17.110.6
172.17.110.5
172.17.110.18
172.17.110.17
172.17.110.16
172.17.110.15
172.17.110.19
172.17.110.32
172.17.110.10
172.17.110.31
172.17.110.30
172.17.110.14
172.17.110.13
172.17.110.34
172.17.110.12
172.17.110.33
172.17.110.11","192.168.0.0/16","ANY"
SDDC_Specific,78,migrated_ACL-DEPLOY-V1_9,ALLOW,"172.17.110.14","0.0.0.0/0","TCP/443"
SDDC_Specific,79,migrated_ACL-DEPLOY-V1_12,ALLOW,"172.17.110.17","0.0.0.0/0","ANY"
SDDC_Specific,80,migrated_ACL-DEPLOY-V1_14,ALLOW,"172.17.110.15","0.0.0.0/0","ANY"
SDDC_Specific,81,migrated_ACL-DEPLOY-V1_16,ALLOW,"172.17.110.7","0.0.0.0/0","ANY"
SDDC_Specific,82,migrated_ACL-DEPLOY-V1_18,ALLOW,"172.17.110.16","0.0.0.0/0","ANY"
SDDC_Specific,83,migrated_ACL-DEPLOY-V1_20,ALLOW,"172.17.110.31","0.0.0.0/0","ANY"
SDDC_Specific,84,migrated_ACL-DEPLOY-V1_22,ALLOW,"172.17.110.32","0.0.0.0/0","ANY"
SDDC_Specific,85,migrated_ACL-DMZ-V1_1,ALLOW,"172.17.150.0/24","10.40.60.5
172.17.200.10
10.40.60.6
172.17.200.5","UDP/49152-65535
UDP/138
TCP/135
TCP/1025-5000
TCP/3268
TCP/25
UDP/1025-5000
TCP/139
TCP/464
TCP/445
UDP/53
TCP/514
TCP/53
TCP/49164
TCP/49152-65535
UDP/464
TCP/88
UDP/123
TCP/3269
TCP/636
UDP/137
UDP/67
UDP/389
TCP/9389
UDP/2535
UDP/88
TCP/389
UDP/445
TCP/443
TCP/8530
TCP/5722"
SDDC_Specific,86,migrated_ACL-DMZ-V1_2,ALLOW,"172.17.150.25","0.0.0.0/0","ANY"
SDDC_Specific,87,migrated_ACL-DMZ-V1_4,ALLOW,"172.17.150.20","172.17.110.10
172.17.110.12","TCP/80"
SDDC_Specific,88,migrated_ACL-DMZ-V1_6,ALLOW,"172.17.150.0/24","172.17.200.26","TCP/4119-4122"
SDDC_Specific,89,migrated_ACL-DMZ-V1_8,ALLOW,"172.17.150.30","172.17.110.10
172.17.110.12","TCP/80
TCP/443"
SDDC_Specific,90,migrated_ACL-DMZ-V1_9,ALLOW,"172.17.150.30","10.65.10.5","TCP/22"
SDDC_Specific,91,migrated_ACL-DMZ-V1_10,ALLOW,"172.17.150.0/24","172.17.112.254","TCP/443"
SDDC_Specific,92,migrated_ACL-DMZ-V1_11,ALLOW,"172.17.150.0/24","172.17.200.221
172.17.200.222","TCP/5000
TCP/514
UDP/514"
SDDC_Specific,93,migrated_ACL-DMZ-V1_12,DROP,"172.17.150.0/24","172.16.0.0/12
10.0.0.0/8
192.168.0.0/16","ANY"
SDDC_Specific,94,migrated_ACL-DMZ-V1_14,ALLOW,"172.17.150.150","0.0.0.0/0","ANY"
SDDC_Specific,95,migrated_ACL-DMZ-V1_16,ALLOW,"172.17.150.20","0.0.0.0/0","ANY"
SDDC_Specific,96,migrated_ACL-DMZ-V1_18,ALLOW,"172.17.150.30","109.205.93.221
62.23.133.237
213.41.63.230
194.145.235.78
62.23.133.239
62.23.133.222","TCP/990
TCP/80
TCP/22
TCP/443"
SDDC_Specific,97,migrated_DOCKER-DEV_access_in_4,ALLOW,"110.130.100.0/24","172.17.110.0/24","TCP/80
TCP/443"
SDDC_Specific,98,migrated_Temp_access_in_2,ALLOW,"172.17.200.28","72.21.91.29
93.184.220.0/24
206.205.255.0/24
35.177.219.0/24
3.9.159.128/25
117.18.237.29
205.234.175.175
172.17.0.0/16","ANY"
SDDC_Specific,99,migrated_Temp_access_in_4,ALLOW,"172.17.200.45
172.17.200.7","10.130.91.22
10.130.91.21","TCP/443"
SDDC_Specific,100,migrated_Temp_access_in_6,ALLOW,"172.17.200.0/24","10.10.0.0/16
172.21.0.0/16
10.20.0.0/16
10.1.0.0/16","ANY"
SDDC_Specific,101,migrated_Temp_access_in_8,ALLOW,"172.17.200.253
172.17.200.254","217.168.170.96/27
104.16.0.0/12
217.168.162.72/29
172.17.0.0/16
80.85.99.66","ANY"
SDDC_Specific,102,migrated_Temp_access_in_10,ALLOW,"172.17.200.253","10.30.205.5
10.30.205.6","TCP/161
UDP/161"
SDDC_Specific,103,migrated_Temp_access_in_12,ALLOW,"172.17.200.253","10.30.130.10","ANY"
SDDC_Specific,104,migrated_Temp_access_in_14,ALLOW,"172.17.200.253","172.16.0.0/12
10.0.0.0/8
192.168.0.0/16","ANY"
SDDC_Specific,105,migrated_Temp_access_in_16,ALLOW,"172.17.200.9","172.16.0.0/12
10.0.0.0/8
192.168.0.0/16","TCP/5985
TCP/22
TCP/5986
TCP/222"
SDDC_Specific,106,migrated_Temp_access_in_18,ALLOW,"172.17.200.9","100.79.0.0/16","TCP/3306"
SDDC_Specific,107,migrated_Temp_access_in_20,ALLOW,"172.17.200.253
172.17.200.254","0.0.0.0/0","TCP/443"
SDDC_Specific,108,migrated_Temp_access_in_22,ALLOW,"172.17.200.253","2.18.77.42","TCP/143
TCP/110
TCP/25
TCP/135"
SDDC_Specific,109,migrated_Temp_access_in_23,ALLOW,"172.17.200.0/24","10.10.55.115","ANY"
SDDC_Specific,110,migrated_Temp_access_in_25,ALLOW,"172.17.200.0/24","172.17.0.0/16","ANY"
SDDC_Specific,111,migrated_Temp_access_in_27,ALLOW,"172.17.200.0/24","10.0.0.0/8","ANY"
SDDC_Specific,112,migrated_Temp_access_in_29,ALLOW,"172.17.200.0/24","172.16.0.0/12","ANY"
SDDC_Specific,113,migrated_Temp_access_in_31,ALLOW,"172.17.200.0/24","192.168.0.0/16","ANY"
SDDC_Specific,114,migrated_Temp_access_in_33,ALLOW,"172.17.200.8","217.168.170.96/27
217.168.162.72/29
80.85.99.67
80.85.99.66","ANY"
SDDC_Specific,115,migrated_Temp_access_in_35,ALLOW,"172.17.200.8
172.17.200.28","0.0.0.0/0","ANY"
